,mic,ticker,isin,name,status,issuer_name,country_code,currency_code,industry_name,industry_code,super_sector_name,super_sector_code,sector_name,sector_code,sub_sector_name,sub_sector_code,industry_class,domicile,issuer_domicile,distributions,ter,quote_units,asset_class,locality
120,XJSE,DIVTRX,ZAE000190104,Coreshares Divtrax,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.55,cents,equity,ZA
145,XJSE,GLOBAL,ZAE000297776,Coreshares Totalwldstock,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.29,cents,equity,ZZ
159,XJSE,GLODIV,ZAE000254249,Coreshares Globaldivtrax,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.57,cents,equity,ZZ
169,XJSE,GLPROP,ZAE000268660,Coreshares Global Prop,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.49,cents,property,ZZ
166,XJSE,PREFTX,ZAE000185658,Coreshares Preftrax,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.55,cents,equity,ZA
98,XJSE,SMART,ZAE000269502,Coreshares Scibeta M-Fi,listed,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.56,cents,equity,ZA
154,XJSE,DCCUS2,ZAE000251179,2Yr Dollar CustodialCertificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,bond,US
170,XJSE,DCCUSD,ZAE000234977,Dollar CustodialCertificatet,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,bond,US
121,XJSE,KCCGLD,ZAE000195830,Kr CustodialCertificatetificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,commodity,ZA
142,XJSE,FNBEQF,ZAE000303145,Fnb Global 1200 Fof ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.46,cents,equity,ZZ
125,XJSE,FNBINF,ZAE000303103,Fnb Gov Inf Lnkd Bnd ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.41,cents,bond,ZA
128,XJSE,FNBMID,ZAE000303111,Fnb Midcap ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.61,cents,equity,ZA
134,XJSE,FNBT40,ZAE000303129,Fnb Top 40 ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.13,cents,equity,ZA
90,XJSE,FNBWGB,ZAE000303137,Fnb World Govbond ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.47,cents,bond,ZZ
138,XJSE,GLD,ZAE000060067,New Gold Issuer Ltd,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.3,cents,commodity,ZA
119,XJSE,NGPLD,ZAE000182507,Newgold Palladium ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.35,cents,commodity,ZA
113,XJSE,NGPLT,ZAE000177580,New Gold Platinum ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.35,cents,commodity,ZA
123,XJSE,STX40,ZAE000027108,Satrix 40 Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.1,cents,equity,ZA
162,XJSE,STX500,ZAE000246641,Satrix S&P 500 Feeder,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.25,cents,equity,US
89,XJSE,STXCAP,ZAE000303905,Satrix Capped All Share,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.25,cents,equity,ZA
85,XJSE,STXCHN,ZAE000288361,Satrix Msci China  ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.63,cents,equity,CN
158,XJSE,STXCTY,ZAE000311577,Satrix Smart City Inf ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.6,cents,equity,ZZ
109,XJSE,STXDEQ,ZAE000318895,Satrix Defensive Eq ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZA
137,XJSE,STXDIV,ZAE000102018,Satrix Divi Plus Portfol,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.43,cents,equity,ZA
87,XJSE,STXEME,ZAE000289948,Satrix Msci Em Esg ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.4,cents,equity,ZZ
164,XJSE,STXEMG,ZAE000246633,Satrix Msci Emg Markets,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.4,cents,equity,ZZ
175,XJSE,STXEQM,ZAE000318911,Satrix Eq Momentum ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZA
91,XJSE,STXESG,ZAE000289963,Satrix Msci World Esg ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.34,cents,equity,ZZ
110,XJSE,STXFIN,ZAE000036356,Satrix Fini Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.43,cents,equity,ZA
86,XJSE,STXGBD,ZAE000289526,Satrix Global Bond ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.43,cents,bond,ZZ
106,XJSE,STXGEQ,ZAE000318879,Satrix High Grwt Eq ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZA
84,XJSE,STXGOV,ZAE000285862,Satrix SA Bond Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.25,cents,bond,ZA
143,XJSE,STXGPR,ZAE000318267,Satrix Reitway Glbl Prop,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,property,ZZ
177,XJSE,STXGVI,ZAE000318283,Satrix Govi ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,bond,ZA
97,XJSE,STXHLT,ZAE000310496,Satrix Healthcare Inn ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.6,cents,equity,ZZ
153,XJSE,STXID,ZAE000300570,Satrix I & D ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.49,cents,equity,ZA
171,XJSE,STXIFL,ZAE000318291,Satrix Ilbi ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,bond,ZA
94,XJSE,STXIFR,ZAE000301586,Satrix Global Ifr ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.77,cents,equity,ZZ
172,XJSE,STXILB,ZAE000240123,Satrix Ilbi Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.25,cents,bond,ZA
126,XJSE,STXIND,ZAE000036364,Satrix Indi Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.45,cents,equity,ZA
95,XJSE,STXLVL,ZAE000318333,Satrix Low Vol ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZA
144,XJSE,STXMAG,ZAE000318341,Satrix Mapps Growth ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,multi,ZA
140,XJSE,STXMAP,ZAE000318358,Satrix Mapps Protect ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,multi,ZA
104,XJSE,STXMEQ,ZAE000318309,Satrix Moderate Eq ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZA
105,XJSE,STXMMT,ZAE000264008,Satrix Momentum Portfoli,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.38,cents,equity,ZA
107,XJSE,STXNAM,ZAE000318275,Satrix Namibia Bond ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,bond,NA
155,XJSE,STXNDA,ZAE000306924,Satrix Msci India ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.82,cents,equity,IN
103,XJSE,STXNDQ,ZAE000256301,Satrix Nasdaq 100 Prtf,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.48,cents,equity,US
173,XJSE,STXPRO,ZAE000240131,Satrix Property Portfoli,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.32,cents,property,ZA
141,XJSE,STXQUA,ZAE000247987,Satrix Quality SA Port,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.37,cents,equity,ZA
130,XJSE,STXRAF,ZAE000126033,Satrix Rafi 40 Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.51,cents,equity,ZA
114,XJSE,STXRES,ZAE000078622,Satrix Resi Portfolio,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.44,cents,equity,ZA
127,XJSE,STXSHA,ZAE000318887,Satrix Shariah T40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.4,cents,equity,ZA
111,XJSE,STXSWX,ZAE000078580,Satrix Swix Top 40 Portf,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.35,cents,equity,ZA
136,XJSE,STXT50,ZAE000318317,Satrix Givi Top 50 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.35,cents,equity,ZA
168,XJSE,STXTRA,ZAE000318903,Satrix Traci 3 Month ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.35,cents,money,ZA
100,XJSE,STXVEQ,ZAE000318325,Satrix Value Equity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.51,cents,equity,ZA
176,XJSE,STXWDM,ZAE000246104,Satrix Msci World Feeder,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,False,0.35,cents,equity,ZZ
157,XJSE,SYG4IR,ZAE000252433,Sygnia Itrix 4Ind Rev Gb,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.6,cents,equity,ZZ
152,XJSE,SYG500,ZAE000251377,Sygnia Itrix S&P 500 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.19,cents,equity,US
156,XJSE,SYGCN,ZAE000309159,Sygnia Itrix New China S,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.5,cents,equity,CN
147,XJSE,SYGEMF,ZAE000297792,Sygnia Itrix Msci Em 50,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.41,cents,equity,ZZ
149,XJSE,SYGESG,ZAE000296778,Sygnia Itrix Sp Glob Esg,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.36,cents,equity,ZZ
118,XJSE,SYGEU,ZAE000249512,Sygnia Itrix Eurostoxx50,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.64,cents,equity,EU
151,XJSE,SYGH,ZAE000300521,Sygnia Itrix Sol H150,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.5,cents,equity,ZZ
124,XJSE,SYGJP,ZAE000249538,Sygnia Itrix Msci Japan,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.64,cents,equity,JP
150,XJSE,SYGP,ZAE000251369,Sygnia Itrix Gbl Pro ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.25,cents,property,ZZ
102,XJSE,SYGSE,ZAE000313888,Sygnia Itrix Sus Economy,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,,cents,equity,ZZ
146,XJSE,SYGSW4,ZAE000251344,Sygnia Itrix Swix40 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.2,cents,equity,ZA
148,XJSE,SYGT40,ZAE000251351,Sygnia Itrix Top 40 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.17,cents,equity,ZA
116,XJSE,SYGUK,ZAE000249520,Sygnia Itrix Ftse100,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.64,cents,equity,GB
135,XJSE,SYGUS,ZAE000249546,Sygnia Itrix Msci Us,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.64,cents,equity,US
132,XJSE,SYGWD,ZAE000249553,Sygnia Itrix Msci World,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,True,0.64,cents,equity,ZZ
179,XNYS,AAPL,US0378331005,Apple Inc,listed,Apple Inc,US,USD,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,US,US,True,,units,equity,US
180,XNYS,MCD,US5801351017,McDonald's Corp,listed,McDonald's Corp,US,USD,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,US,US,True,,units,equity,US
