mic,ticker,isin,name,status,issuer_name,country_code,currency_code,industry_name,industry_code,super_sector_name,super_sector_code,sector_name,sector_code,sub_sector_name,sub_sector_code,industry_class,domicile,issuer_domicile,distributions,ter,quote_units,asset_class,locality
XJSE,GLODIV,ZAE000254249,10X S&P Global Dividend Aristocrats ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,57,cents,equity,ZZ
XJSE,GLPROP,ZAE000268660,10X S&P Global Property ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,49,cents,property,ZZ
XJSE,PREFTX,ZAE000185658,Coreshares Preftrax ETF,delisted,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,55,cents,equity,ZA
XJSE,CSYSB,ZAE000318614,10X Yield Selected Bond ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,55,cents,bond,ZA
XJSE,SMART,ZAE000269502,10X SciBeta M-FI ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,56,cents,equity,ZA
XJSE,APACXJ,ZAE000322483,10X All Asia Actively Managed ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A141,Exchange Traded Products,A301,Exchange Traded Funds,A311,Exchange Traded Funds,A312,icb,ZA,ZA,TRUE,40,cents,equity,ZZ
XJSE,INCOME,ZAE000320990,10X Income Actively Managed ETF,listed,11X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A142,Exchange Traded Products,A302,Exchange Traded Funds,A312,Exchange Traded Funds,A313,icb,ZA,ZA,TRUE,45,cents,bond,ZA
XJSE,DCCUS2,ZAE000251179,2Yr Dollar Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,US
XJSE,DCCUSD,ZAE000234977,Dollar Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,US
XJSE,KCCGLD,ZAE000195830,Kr Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,commodity,ZA
XJSE,FNBEQF,ZAE000303145,Fnb Global 1200 FoF ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,46,cents,equity,ZZ
XJSE,FNBINF,ZAE000303103,Fnb Gov Inflation Linked Bond ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,41,cents,bond,ZA
XJSE,FNBMID,ZAE000303111,Fnb Midcap ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,61,cents,equity,ZA
XJSE,FNBT40,ZAE000303129,Fnb Top 40 ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,13,cents,equity,ZA
XJSE,FNBWGB,ZAE000303137,Fnb World Gov Bond ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,47,cents,bond,ZZ
XJSE,GLD,ZAE000060067,New Gold ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,3,cents,commodity,ZA
XJSE,NGPLD,ZAE000182507,Newgold Palladium ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,commodity,ZA
XJSE,NGPLT,ZAE000177580,New Gold Platinum ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,commodity,ZA
XJSE,STX40,ZAE000027108,Satrix 40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,1,cents,equity,ZA
XJSE,STX500,ZAE000246641,Satrix S&P 500 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,25,cents,equity,US
XJSE,STXCAP,ZAE000303905,Satrix Capped All Share ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,equity,ZA
XJSE,STXCHN,ZAE000288361,Satrix MSCI China ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,63,cents,equity,CN
XJSE,STXCTY,ZAE000311577,Satrix Smart City Infrastructure ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,6,cents,equity,ZZ
XJSE,STXDEQ,ZAE000318895,Satrix Defensive Equity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STXDIV,ZAE000102018,Satrix Divi Plus ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,43,cents,equity,ZA
XJSE,STXEME,ZAE000289948,Satrix MSCI EM ESG Enhanced ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,4,cents,equity,ZZ
XJSE,STXEMG,ZAE000246633,Satrix MSCI Emerging Markets ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,4,cents,equity,ZZ
XJSE,STXEQM,ZAE000318911,Satrix Equity Momentum ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STXESG,ZAE000289963,Satrix MSCI World ESG ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,34,cents,equity,ZZ
XJSE,STXFIN,ZAE000036356,Satrix Fini ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,43,cents,equity,ZA
XJSE,STXGBD,ZAE000289526,Satrix Global Bond ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,43,cents,bond,ZZ
XJSE,STXGEQ,ZAE000318879,Satrix High Growth Equity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STXGOV,ZAE000285862,Satrix SA Bond ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,bond,ZA
XJSE,STXGPR,ZAE000318267,Satrix Reitway Global Property ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,property,ZZ
XJSE,STXGVI,ZAE000318283,Satrix Govi ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,ZA
XJSE,STXHLT,ZAE000310496,Satrix Healthcare Innovation ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,6,cents,equity,ZZ
XJSE,STXID,ZAE000300570,Satrix Inclusion and Diversity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,49,cents,equity,ZA
XJSE,STXIFL,ZAE000318291,Satrix ILBI ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,ZA
XJSE,STXIFR,ZAE000301586,Satrix Global Infrastructure ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,77,cents,equity,ZZ
XJSE,STXILB,ZAE000240123,Satrix ILBI ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,bond,ZA
XJSE,STXIND,ZAE000036364,Satrix Indi ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,45,cents,equity,ZA
XJSE,STXLVL,ZAE000318333,Satrix Low Vol ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STXMAG,ZAE000318341,Satrix Mapps Growth ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,multi,ZA
XJSE,STXMAP,ZAE000318358,Satrix Mapps Protect ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,multi,ZA
XJSE,STXMEQ,ZAE000318309,Satrix Moderate Equity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STXMMT,ZAE000264008,Satrix Momentum ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,38,cents,equity,ZA
XJSE,STXNAM,ZAE000318275,Satrix Namibia Bond ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,NA
XJSE,STXNDA,ZAE000306924,Satrix MSCI India ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,82,cents,equity,IN
XJSE,STXNDQ,ZAE000256301,Satrix Nasdaq 100 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,48,cents,equity,US
XJSE,STXPRO,ZAE000240131,Satrix Property ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,32,cents,property,ZA
XJSE,STXQUA,ZAE000247987,Satrix Quality SA ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,37,cents,equity,ZA
XJSE,STXRAF,ZAE000126033,Satrix Rafi 40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,51,cents,equity,ZA
XJSE,STXRES,ZAE000078622,Satrix Resi ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,44,cents,equity,ZA
XJSE,STXSHA,ZAE000318887,Satrix Shariah Top 40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,4,cents,equity,ZA
XJSE,STXSWX,ZAE000078580,Satrix Swix Top 40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,35,cents,equity,ZA
XJSE,STXT50,ZAE000318317,Satrix S&P GIVI South Africa Top 50 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,35,cents,equity,ZA
XJSE,STXTRA,ZAE000318903,Satrix Traci 3 Month Money ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,money,ZA
XJSE,STXVEQ,ZAE000318325,Satrix Value Equity ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,51,cents,equity,ZA
XJSE,STXWDM,ZAE000246104,Satrix MSCI World Feeder ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,equity,ZZ
XJSE,SYG4IR,ZAE000252433,Sygnia Itrix 4th Industrial Revolution ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,6,cents,equity,ZZ
XJSE,SYG500,ZAE000251377,Sygnia Itrix S&P 500 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,19,cents,equity,US
XJSE,SYGCN,ZAE000309159,Sygnia Itrix New China Sectors ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,CN
XJSE,SYGEMF,ZAE000297792,Sygnia Itrix MSCI Emerging Markets 50 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,41,cents,equity,ZZ
XJSE,SYGESG,ZAE000296778,Sygnia Itrix S&P Global 1200 ESG ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,36,cents,equity,ZZ
XJSE,SYGEU,ZAE000249512,Sygnia Itrix Eurostoxx 50 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,64,cents,equity,EU
XJSE,SYGH,ZAE000300521,Sygnia Itrix Solactive Healthcare 150 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZZ
XJSE,SYGJP,ZAE000249538,Sygnia Itrix MSCI Japan ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,64,cents,equity,JP
XJSE,SYGP,ZAE000251369,Sygnia Itrix Global Property ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,property,ZZ
XJSE,SYGSE,ZAE000313888,Sygnia Itrix Sustainable Economy ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZZ
XJSE,SYGSW4,ZAE000251344,Sygnia Itrix Swix40 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,2,cents,equity,ZA
XJSE,SYGT40,ZAE000251351,Sygnia Itrix Top 40 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,17,cents,equity,ZA
XJSE,SYGUK,ZAE000249520,Sygnia Itrix FTSE 100 ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,64,cents,equity,GB
XJSE,SYGUS,ZAE000249546,Sygnia Itrix MSCI US ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,64,cents,equity,US
XJSE,SYGWD,ZAE000249553,Sygnia Itrix MSCI World ETF,listed,Sygnia Itrix (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,64,cents,equity,ZZ
XNYS,AAPL,US0378331005,Apple Inc,listed,Apple Inc,US,USD,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,US,US,TRUE,,units,equity,US
XNYS,MCD,US5801351017,McDonald's Corp,listed,McDonald's Corp,US,USD,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,US,US,TRUE,,units,equity,US
